Workout_ID,Difficulty,Focus_Area,Routine,Goal
WK_3221,Advanced,Push,Dips | Cable Crossovers | Tricep Extensions | Skull Crushers,Weight Loss
WK_3222,Beginner,Legs,Squat Jumps | Bulgarian Split Squats | Clamshells | Lunges | Seated Calf Raises | Wall Sits,Muscle Gain
WK_3223,Beginner,Lower Body,Wall Sits | Box Jumps | Glute Bridges | Standing Calf Raises | Leg Curls,Weight Loss
WK_3224,Beginner,Upper Body,Dips | Overhead Press | Incline Bench Press | Military Press,General Fitness
WK_3225,Advanced,Push,Cable Crossovers | Bench Press | Skull Crushers | Overhead Press | Dips | Military Press,Muscle Gain
WK_3226,Beginner,Upper Body,Lat Pulldowns | Skull Crushers | Chin-ups | Push-ups,Weight Loss
WK_3227,Intermediate,Core & Cardio,Mountain Climbers | Running | Russian Twists | Planks | Sprints | Bird-Dogs,Muscle Gain
WK_3228,Advanced,Upper Body,Incline Bench Press | Dumbbell Rows | Tricep Extensions | Deadlifts,Muscle Gain
WK_3229,Advanced,Pull,Bicep Curls | Dumbbell Rows | Hammer Curls | Lat Pulldowns | Bent-over Rows,Weight Loss
WK_3230,Beginner,Legs,Box Jumps | Wall Sits | Squats | Leg Curls | Standing Calf Raises | Bulgarian Split Squats,General Fitness
WK_3231,Advanced,Full Body,Neutral-grip Dumbbell Press | Bicep Curls | Skull Crushers | Knuckle Push-ups | Hammer Curls | Seated Calf Raises,Weight Loss
WK_3232,Beginner,Push,Push-ups | Military Press | Neutral-grip Dumbbell Press | Skull Crushers | Bench Press,Weight Loss
WK_3233,Beginner,Core & Cardio,Forearm Planks | Crunches | Running | Sit-ups | Jumping Jacks,Weight Loss
WK_3234,Beginner,Lower Body,Standing Calf Raises | Lunges | Squat Jumps | Box Jumps,General Fitness
WK_3235,Beginner,Upper Body,Dumbbell Rows | Dips | Chin-ups | Lat Pulldowns | Bench Press,Muscle Gain
WK_3236,Beginner,Full Body,Pull-ups | Incline Bench Press | Jumping Jacks | Bicycle Crunches | Sprints,Weight Loss
WK_3237,Intermediate,Push,Dips | Military Press | Knuckle Push-ups | Push-ups,General Fitness
WK_3238,Beginner,Full Body,Sit-ups | Crunches | Leg Curls | Dips | Neutral-grip Dumbbell Press,Muscle Gain
WK_3239,Intermediate,Legs,Clamshells | Squats | Squat Jumps | Glute Bridges | Box Jumps | Leg Curls,Weight Loss
WK_3240,Beginner,Core & Cardio,Crunches | Running | Planks | Sit-ups | Burpees | Jumping Jacks,General Fitness
WK_3241,Intermediate,Push,Cable Crossovers | Knuckle Push-ups | Incline Bench Press | Bench Press,Muscle Gain
WK_3242,Intermediate,Core & Cardio,Bird-Dogs | Sit-ups | Crunches | Sprints,Muscle Gain
WK_3243,Beginner,Pull,Bent-over Rows | Chest-supported Rows | Chin-ups | Seated Cable Rows | Hammer Curls,General Fitness
WK_3244,Advanced,Push,Overhead Press | Bench Press | Skull Crushers | Cable Crossovers | Tricep Extensions,General Fitness
WK_3245,Beginner,Pull,Bicep Curls | Seated Cable Rows | Pull-ups | Lat Pulldowns | Deadlifts | Chest-supported Rows,Muscle Gain
WK_3246,Intermediate,Legs,Wall Sits | Glute Bridges | Squats | Bulgarian Split Squats,Weight Loss
WK_3247,Intermediate,Full Body,Bulgarian Split Squats | Glute Bridges | High Knees | Clamshells | Chest-supported Rows,Weight Loss
WK_3248,Advanced,Full Body,Bicep Curls | Squats | Military Press | Russian Twists,General Fitness
WK_3249,Intermediate,Lower Body,Standing Calf Raises | Seated Calf Raises | Bulgarian Split Squats | Leg Curls,Weight Loss
WK_3250,Intermediate,Core & Cardio,Russian Twists | Mountain Climbers | Bicycle Crunches | Crunches,Muscle Gain
WK_3251,Advanced,Legs,Lunges | Seated Calf Raises | Squat Jumps | Bulgarian Split Squats | Box Jumps,Weight Loss
WK_3252,Intermediate,Push,Push-ups | Knuckle Push-ups | Skull Crushers | Dips | Overhead Press,Weight Loss
WK_3253,Advanced,Core & Cardio,Sit-ups | Burpees | Russian Twists | Crunches | Bird-Dogs | High Knees,Weight Loss
WK_3254,Intermediate,Pull,Hammer Curls | Dumbbell Rows | Deadlifts | Bent-over Rows | Chest-supported Rows | Seated Cable Rows,Weight Loss
WK_3255,Intermediate,Core & Cardio,Bicycle Crunches | Mountain Climbers | Bird-Dogs | Burpees | High Knees | Planks,Muscle Gain
WK_3256,Advanced,Legs,Leg Curls | Squats | Box Jumps | Lunges | Glute Bridges | Seated Calf Raises,General Fitness
WK_3257,Intermediate,Pull,Hammer Curls | Face Pulls | Deadlifts | Pull-ups | Chest-supported Rows,Weight Loss
WK_3258,Intermediate,Core & Cardio,Russian Twists | Jumping Jacks | Planks | Burpees | Forearm Planks,Weight Loss
WK_3259,Intermediate,Lower Body,Bulgarian Split Squats | Wall Sits | Glute Bridges | Lunges | Squats,General Fitness
WK_3260,Beginner,Pull,Lat Pulldowns | Hammer Curls | Seated Cable Rows | Bent-over Rows | Pull-ups,Weight Loss
WK_3261,Intermediate,Legs,Leg Curls | Glute Bridges | Leg Press | Wall Sits | Squat Jumps | Lunges,Muscle Gain
WK_3262,Beginner,Full Body,Seated Calf Raises | Deadlifts | Mountain Climbers | Skull Crushers,General Fitness
WK_3263,Advanced,Legs,Bulgarian Split Squats | Standing Calf Raises | Lunges | Clamshells | Wall Sits,Weight Loss
WK_3264,Beginner,Lower Body,Squat Jumps | Bulgarian Split Squats | Box Jumps | Standing Calf Raises | Glute Bridges | Squats,General Fitness
WK_3265,Beginner,Upper Body,Dumbbell Rows | Bench Press | Deadlifts | Hammer Curls,Muscle Gain
WK_3266,Intermediate,Push,Cable Crossovers | Overhead Press | Push-ups | Knuckle Push-ups | Incline Bench Press,Weight Loss
WK_3267,Advanced,Core & Cardio,Russian Twists | Forearm Planks | Sit-ups | Bird-Dogs | Jumping Jacks | Burpees,Muscle Gain
WK_3268,Advanced,Lower Body,Leg Curls | Squat Jumps | Clamshells | Standing Calf Raises,Muscle Gain
WK_3269,Advanced,Upper Body,Bicep Curls | Skull Crushers | Dips | Pull-ups | Chest-supported Rows | Push-ups,Weight Loss
WK_3270,Beginner,Legs,Box Jumps | Wall Sits | Squat Jumps | Leg Press | Standing Calf Raises | Leg Curls,Muscle Gain
WK_3271,Intermediate,Upper Body,Incline Bench Press | Overhead Press | Cable Crossovers | Tricep Extensions | Hammer Curls | Lat Pulldowns,General Fitness
WK_3272,Advanced,Upper Body,Lat Pulldowns | Hammer Curls | Overhead Press | Chest-supported Rows | Face Pulls,General Fitness
WK_3273,Advanced,Upper Body,Dips | Skull Crushers | Lat Pulldowns | Knuckle Push-ups | Push-ups | Bench Press,General Fitness
WK_3274,Beginner,Full Body,Burpees | Chest-supported Rows | Russian Twists | Pull-ups | Bicycle Crunches | Wall Sits,Weight Loss
WK_3275,Advanced,Push,Neutral-grip Dumbbell Press | Cable Crossovers | Dips | Incline Bench Press,Weight Loss
WK_3276,Beginner,Core & Cardio,Sit-ups | Sprints | Russian Twists | Jumping Jacks | High Knees | Burpees,General Fitness
WK_3277,Intermediate,Core & Cardio,Russian Twists | Running | Crunches | Planks | Burpees,Weight Loss
WK_3278,Advanced,Lower Body,Squat Jumps | Standing Calf Raises | Seated Calf Raises | Box Jumps | Bulgarian Split Squats,Weight Loss
WK_3279,Advanced,Push,Skull Crushers | Military Press | Neutral-grip Dumbbell Press | Push-ups,Weight Loss
WK_3280,Intermediate,Lower Body,Box Jumps | Lunges | Squats | Wall Sits,Muscle Gain
WK_3281,Advanced,Core & Cardio,Running | Burpees | Crunches | Planks | Bird-Dogs,General Fitness
WK_3282,Beginner,Upper Body,Chest-supported Rows | Chin-ups | Dumbbell Rows | Incline Bench Press | Bench Press,General Fitness
WK_3283,Intermediate,Full Body,Leg Curls | Dumbbell Rows | Pull-ups | Running | Squats | Military Press,General Fitness
WK_3284,Intermediate,Full Body,Sprints | Russian Twists | Planks | Clamshells | Bicep Curls,General Fitness
WK_3285,Beginner,Push,Tricep Extensions | Overhead Press | Dips | Skull Crushers,Muscle Gain
WK_3286,Intermediate,Legs,Squats | Seated Calf Raises | Squat Jumps | Clamshells | Glute Bridges,General Fitness
WK_3287,Advanced,Lower Body,Lunges | Seated Calf Raises | Clamshells | Leg Curls | Wall Sits,Muscle Gain
WK_3288,Advanced,Legs,Leg Press | Lunges | Box Jumps | Bulgarian Split Squats | Seated Calf Raises | Squat Jumps,Muscle Gain
WK_3289,Intermediate,Legs,Standing Calf Raises | Box Jumps | Glute Bridges | Clamshells | Seated Calf Raises | Wall Sits,Muscle Gain
WK_3290,Beginner,Full Body,Cable Crossovers | Mountain Climbers | Seated Cable Rows | Clamshells,General Fitness
WK_3291,Intermediate,Push,Incline Bench Press | Cable Crossovers | Overhead Press | Skull Crushers,General Fitness
WK_3292,Intermediate,Push,Tricep Extensions | Incline Bench Press | Dips | Skull Crushers,General Fitness
WK_3293,Advanced,Push,Neutral-grip Dumbbell Press | Incline Bench Press | Dips | Knuckle Push-ups | Tricep Extensions | Bench Press,Weight Loss
WK_3294,Intermediate,Lower Body,Lunges | Seated Calf Raises | Leg Press | Wall Sits | Squats | Clamshells,Weight Loss
WK_3295,Intermediate,Core & Cardio,Bicycle Crunches | Planks | Mountain Climbers | Running | High Knees | Russian Twists,Muscle Gain
WK_3296,Advanced,Upper Body,Lat Pulldowns | Bent-over Rows | Dips | Neutral-grip Dumbbell Press | Push-ups | Military Press,General Fitness
WK_3297,Beginner,Upper Body,Knuckle Push-ups | Pull-ups | Dips | Tricep Extensions | Chest-supported Rows,Muscle Gain
WK_3298,Advanced,Legs,Squat Jumps | Squats | Box Jumps | Clamshells | Glute Bridges,General Fitness
WK_3299,Intermediate,Push,Neutral-grip Dumbbell Press | Cable Crossovers | Tricep Extensions | Skull Crushers | Push-ups | Military Press,Muscle Gain
WK_3300,Intermediate,Push,Skull Crushers | Dips | Neutral-grip Dumbbell Press | Military Press | Push-ups | Overhead Press,General Fitness
WK_3301,Intermediate,Push,Dips | Knuckle Push-ups | Military Press | Neutral-grip Dumbbell Press,General Fitness
WK_3302,Intermediate,Lower Body,Clamshells | Wall Sits | Bulgarian Split Squats | Lunges | Seated Calf Raises,Weight Loss
WK_3303,Intermediate,Core & Cardio,Sprints | High Knees | Bicycle Crunches | Jumping Jacks,Muscle Gain
WK_3304,Intermediate,Lower Body,Wall Sits | Leg Curls | Glute Bridges | Leg Press | Squat Jumps | Bulgarian Split Squats,Muscle Gain
WK_3305,Intermediate,Pull,Bent-over Rows | Face Pulls | Chin-ups | Lat Pulldowns,General Fitness
WK_3306,Advanced,Full Body,Chin-ups | Sit-ups | Bicycle Crunches | Military Press | Tricep Extensions | Wall Sits,Muscle Gain
WK_3307,Advanced,Lower Body,Lunges | Bulgarian Split Squats | Box Jumps | Squats | Leg Press,General Fitness
WK_3308,Advanced,Core & Cardio,Russian Twists | Bird-Dogs | Running | Sprints | Crunches,General Fitness
WK_3309,Advanced,Lower Body,Lunges | Bulgarian Split Squats | Leg Press | Glute Bridges,Weight Loss
WK_3310,Advanced,Push,Bench Press | Overhead Press | Tricep Extensions | Incline Bench Press | Knuckle Push-ups | Military Press,General Fitness
WK_3311,Intermediate,Legs,Squat Jumps | Wall Sits | Squats | Leg Press,General Fitness
WK_3312,Advanced,Lower Body,Lunges | Standing Calf Raises | Wall Sits | Leg Curls | Clamshells | Squat Jumps,Weight Loss
WK_3313,Advanced,Legs,Wall Sits | Glute Bridges | Lunges | Standing Calf Raises | Box Jumps,Weight Loss
WK_3314,Intermediate,Pull,Dumbbell Rows | Pull-ups | Deadlifts | Chest-supported Rows | Hammer Curls | Face Pulls,Muscle Gain
WK_3315,Advanced,Push,Overhead Press | Incline Bench Press | Tricep Extensions | Cable Crossovers,General Fitness
WK_3316,Intermediate,Push,Tricep Extensions | Push-ups | Overhead Press | Cable Crossovers,Weight Loss
WK_3317,Intermediate,Core & Cardio,High Knees | Sprints | Sit-ups | Running,Weight Loss
WK_3318,Intermediate,Core & Cardio,Sprints | Planks | Mountain Climbers | High Knees | Bicycle Crunches,Weight Loss
WK_3319,Intermediate,Pull,Chin-ups | Deadlifts | Bent-over Rows | Bicep Curls | Pull-ups | Lat Pulldowns,General Fitness
WK_3320,Advanced,Core & Cardio,Mountain Climbers | Sprints | Jumping Jacks | Bicycle Crunches | Crunches | Running,General Fitness
WK_3321,Beginner,Upper Body,Dips | Chin-ups | Lat Pulldowns | Deadlifts | Pull-ups,General Fitness
WK_3322,Advanced,Pull,Lat Pulldowns | Chin-ups | Face Pulls | Bent-over Rows | Dumbbell Rows,Weight Loss
WK_3323,Advanced,Core & Cardio,Crunches | Jumping Jacks | Planks | Mountain Climbers | High Knees | Running,General Fitness
WK_3324,Advanced,Push,Overhead Press | Skull Crushers | Cable Crossovers | Neutral-grip Dumbbell Press,General Fitness
WK_3325,Advanced,Full Body,Mountain Climbers | Running | Leg Press | Skull Crushers,General Fitness
WK_3326,Intermediate,Push,Neutral-grip Dumbbell Press | Overhead Press | Cable Crossovers | Tricep Extensions,General Fitness
WK_3327,Advanced,Core & Cardio,Forearm Planks | Russian Twists | Bird-Dogs | Sprints,Weight Loss
WK_3328,Beginner,Pull,Dumbbell Rows | Deadlifts | Chin-ups | Bent-over Rows | Face Pulls,General Fitness
WK_3329,Intermediate,Core & Cardio,Jumping Jacks | Forearm Planks | High Knees | Bicycle Crunches | Russian Twists | Bird-Dogs,Weight Loss
WK_3330,Intermediate,Lower Body,Box Jumps | Bulgarian Split Squats | Seated Calf Raises | Standing Calf Raises,Weight Loss
WK_3331,Intermediate,Core & Cardio,Sit-ups | Jumping Jacks | Bird-Dogs | Forearm Planks | Burpees,Muscle Gain
WK_3332,Intermediate,Pull,Pull-ups | Lat Pulldowns | Hammer Curls | Seated Cable Rows,General Fitness
WK_3333,Beginner,Pull,Deadlifts | Dumbbell Rows | Bicep Curls | Hammer Curls,Weight Loss
WK_3334,Intermediate,Push,Military Press | Neutral-grip Dumbbell Press | Skull Crushers | Overhead Press,Weight Loss
WK_3335,Beginner,Lower Body,Lunges | Squats | Seated Calf Raises | Bulgarian Split Squats | Glute Bridges | Squat Jumps,Weight Loss
WK_3336,Beginner,Full Body,Overhead Press | Seated Calf Raises | Sprints | Planks | Military Press | Dumbbell Rows,General Fitness
WK_3337,Beginner,Pull,Bicep Curls | Chin-ups | Lat Pulldowns | Face Pulls | Hammer Curls,General Fitness
WK_3338,Beginner,Legs,Clamshells | Wall Sits | Glute Bridges | Standing Calf Raises,General Fitness
WK_3339,Advanced,Push,Skull Crushers | Military Press | Dips | Overhead Press | Knuckle Push-ups | Cable Crossovers,Weight Loss
WK_3340,Intermediate,Upper Body,Cable Crossovers | Push-ups | Hammer Curls | Bicep Curls | Skull Crushers,General Fitness
WK_3341,Advanced,Pull,Lat Pulldowns | Bicep Curls | Deadlifts | Chest-supported Rows | Face Pulls,Muscle Gain
WK_3342,Intermediate,Pull,Chest-supported Rows | Hammer Curls | Face Pulls | Pull-ups | Bicep Curls | Chin-ups,General Fitness
WK_3343,Advanced,Upper Body,Neutral-grip Dumbbell Press | Incline Bench Press | Dips | Chin-ups | Push-ups,General Fitness
WK_3344,Intermediate,Push,Cable Crossovers | Knuckle Push-ups | Overhead Press | Tricep Extensions | Push-ups,Muscle Gain
WK_3345,Beginner,Lower Body,Bulgarian Split Squats | Lunges | Leg Curls | Standing Calf Raises | Squat Jumps,General Fitness
WK_3346,Advanced,Push,Bench Press | Dips | Tricep Extensions | Knuckle Push-ups,Muscle Gain
WK_3347,Beginner,Legs,Leg Press | Bulgarian Split Squats | Clamshells | Glute Bridges,Muscle Gain
WK_3348,Beginner,Core & Cardio,Sprints | High Knees | Running | Bird-Dogs | Jumping Jacks,Muscle Gain
WK_3349,Intermediate,Pull,Face Pulls | Chin-ups | Hammer Curls | Seated Cable Rows,Muscle Gain
WK_3350,Intermediate,Push,Tricep Extensions | Neutral-grip Dumbbell Press | Cable Crossovers | Skull Crushers | Overhead Press,Weight Loss
WK_3351,Intermediate,Lower Body,Leg Curls | Squat Jumps | Lunges | Bulgarian Split Squats | Standing Calf Raises | Leg Press,General Fitness
WK_3352,Intermediate,Lower Body,Squats | Leg Press | Glute Bridges | Box Jumps | Squat Jumps,General Fitness
WK_3353,Advanced,Lower Body,Leg Press | Seated Calf Raises | Wall Sits | Box Jumps | Glute Bridges | Clamshells,Weight Loss
WK_3354,Intermediate,Upper Body,Neutral-grip Dumbbell Press | Dumbbell Rows | Hammer Curls | Knuckle Push-ups | Cable Crossovers | Face Pulls,General Fitness
WK_3355,Advanced,Pull,Bicep Curls | Seated Cable Rows | Pull-ups | Chest-supported Rows | Bent-over Rows | Hammer Curls,General Fitness
WK_3356,Advanced,Pull,Pull-ups | Lat Pulldowns | Deadlifts | Face Pulls | Hammer Curls,General Fitness
WK_3357,Beginner,Legs,Squats | Squat Jumps | Seated Calf Raises | Box Jumps | Glute Bridges | Bulgarian Split Squats,General Fitness
WK_3358,Beginner,Pull,Chin-ups | Lat Pulldowns | Bicep Curls | Chest-supported Rows,General Fitness
WK_3359,Advanced,Full Body,Forearm Planks | Crunches | Clamshells | Bicycle Crunches | Leg Press | Push-ups,General Fitness
WK_3360,Advanced,Full Body,Wall Sits | Bench Press | Push-ups | Squat Jumps | Hammer Curls | High Knees,Muscle Gain
WK_3361,Beginner,Lower Body,Squat Jumps | Bulgarian Split Squats | Seated Calf Raises | Box Jumps | Lunges | Squats,Muscle Gain
WK_3362,Beginner,Push,Military Press | Incline Bench Press | Cable Crossovers | Dips,Weight Loss
WK_3363,Intermediate,Legs,Seated Calf Raises | Lunges | Standing Calf Raises | Squat Jumps | Leg Curls,General Fitness
WK_3364,Beginner,Push,Military Press | Dips | Push-ups | Bench Press | Neutral-grip Dumbbell Press | Knuckle Push-ups,General Fitness
WK_3365,Intermediate,Core & Cardio,Russian Twists | High Knees | Bird-Dogs | Mountain Climbers | Burpees | Jumping Jacks,Muscle Gain
WK_3366,Intermediate,Core & Cardio,Bicycle Crunches | Crunches | Planks | Jumping Jacks | Forearm Planks | High Knees,General Fitness
WK_3367,Beginner,Upper Body,Bicep Curls | Dumbbell Rows | Cable Crossovers | Push-ups | Overhead Press | Lat Pulldowns,General Fitness
WK_3368,Advanced,Push,Bench Press | Overhead Press | Skull Crushers | Knuckle Push-ups | Push-ups | Dips,Weight Loss
WK_3369,Advanced,Upper Body,Overhead Press | Incline Bench Press | Skull Crushers | Bicep Curls | Neutral-grip Dumbbell Press,Muscle Gain
WK_3370,Intermediate,Push,Cable Crossovers | Skull Crushers | Tricep Extensions | Overhead Press | Knuckle Push-ups | Incline Bench Press,Weight Loss
WK_3371,Beginner,Pull,Chest-supported Rows | Deadlifts | Bent-over Rows | Hammer Curls | Lat Pulldowns | Face Pulls,Muscle Gain
WK_3372,Advanced,Lower Body,Leg Press | Seated Calf Raises | Standing Calf Raises | Squats | Wall Sits | Bulgarian Split Squats,Weight Loss
WK_3373,Intermediate,Core & Cardio,Crunches | Forearm Planks | Sit-ups | Bird-Dogs,General Fitness
WK_3374,Advanced,Upper Body,Seated Cable Rows | Bent-over Rows | Overhead Press | Incline Bench Press | Neutral-grip Dumbbell Press | Lat Pulldowns,General Fitness
WK_3375,Intermediate,Full Body,Box Jumps | Mountain Climbers | Sit-ups | Incline Bench Press,Weight Loss
WK_3376,Intermediate,Pull,Chest-supported Rows | Bent-over Rows | Face Pulls | Deadlifts | Pull-ups,Weight Loss
WK_3377,Intermediate,Core & Cardio,Jumping Jacks | Burpees | Bicycle Crunches | Mountain Climbers | Sit-ups,Weight Loss
WK_3378,Advanced,Core & Cardio,Forearm Planks | Sit-ups | Jumping Jacks | High Knees | Bird-Dogs | Crunches,Muscle Gain
WK_3379,Beginner,Push,Incline Bench Press | Skull Crushers | Tricep Extensions | Bench Press | Overhead Press | Military Press,Weight Loss
WK_3380,Beginner,Core & Cardio,Forearm Planks | Running | Planks | Bicycle Crunches | Burpees | Sit-ups,Muscle Gain
WK_3381,Beginner,Upper Body,Incline Bench Press | Cable Crossovers | Dumbbell Rows | Dips | Overhead Press,Weight Loss
WK_3382,Intermediate,Upper Body,Pull-ups | Incline Bench Press | Dumbbell Rows | Overhead Press | Deadlifts,Weight Loss
WK_3383,Beginner,Lower Body,Bulgarian Split Squats | Leg Curls | Leg Press | Glute Bridges | Squat Jumps | Squats,Muscle Gain
WK_3384,Intermediate,Upper Body,Bent-over Rows | Knuckle Push-ups | Lat Pulldowns | Chin-ups,General Fitness
WK_3385,Intermediate,Lower Body,Leg Press | Box Jumps | Wall Sits | Standing Calf Raises | Glute Bridges | Leg Curls,Weight Loss
