Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_3166,Lower Back,SI Joint Dysfunction,Moderate,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3167,Ankle / Foot,Plantar Fasciitis,Severe,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3168,Ankle / Foot,Ankle Sprain,Mild,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3169,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body,Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_3170,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3171,Neck,Cervical Sprain,Chronic/Recurring,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3172,Shoulder,Labral Tear,Moderate,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_3173,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Push (Chest/Shoulders/Triceps),Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_3174,Neck,Cervical Sprain,Chronic/Recurring,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3175,Hip / Groin,Piriformis Syndrome,Severe,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3176,Ankle / Foot,Achilles Tendinitis,Mild,Lower Body,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3177,Wrist / Elbow,Golfer's Elbow,Mild,Upper Body,Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_3178,Lower Back,Herniated Disc,Moderate,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3179,Neck,Cervical Sprain,Rehabilitating,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3180,Shoulder,Shoulder Impingement,Severe,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3181,Hip / Groin,Hip Flexor Strain,Severe,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3182,Lower Back,SI Joint Dysfunction,Mild,Full Body & Lower Body & Core,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3183,Ankle / Foot,Ankle Sprain,Moderate,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3184,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3185,Neck,Cervical Sprain,Chronic/Recurring,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3186,Lower Back,Herniated Disc,Severe,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3187,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3188,Shoulder,Rotator Cuff Tendinitis,Moderate,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3189,Ankle / Foot,Achilles Tendinitis,Moderate,Cardio & Legs,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3190,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3191,Neck,Cervical Sprain,Severe,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3192,Ankle / Foot,Ankle Sprain,Rehabilitating,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3193,Shoulder,Shoulder Impingement,Moderate,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3194,Shoulder,Shoulder Impingement,Moderate,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3195,Shoulder,Shoulder Impingement,Mild,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3196,Neck,Cervical Sprain,Severe,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3197,Wrist / Elbow,Golfer's Elbow,Severe,Upper Body,Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_3198,Neck,Postural Neck Pain,Moderate,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3199,Wrist / Elbow,TFCC Tear,Mild,Upper Body,Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3200,Wrist / Elbow,Tennis Elbow,Severe,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_3201,Shoulder,Rotator Cuff Tendinitis,Moderate,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3202,Ankle / Foot,Plantar Fasciitis,Mild,Legs & Core & Cardio,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3203,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Legs & Core & Cardio,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3204,Neck,Cervical Sprain,Mild,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3205,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3206,Knee,Meniscus Tear,Moderate,Legs & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3207,Ankle / Foot,Ankle Sprain,Mild,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3208,Neck,Cervical Sprain,Severe,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3209,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3210,Hip / Groin,Piriformis Syndrome,Severe,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3211,Shoulder,Shoulder Impingement,Severe,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3212,Neck,Cervical Sprain,Chronic/Recurring,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3213,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3214,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3215,Neck,Cervical Sprain,Mild,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3216,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3217,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Upper Body & Pull (Back/Biceps),Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_3218,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3219,Knee,ACL Sprain,Moderate,Full Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_3220,Knee,IT Band Syndrome,Mild,Lower Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_3221,Shoulder,AC Joint Sprain,Mild,Upper Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3222,Neck,Cervical Sprain,Rehabilitating,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3223,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3224,Neck,Postural Neck Pain,Chronic/Recurring,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3225,Lower Back,Herniated Disc,Severe,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3226,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3227,Ankle / Foot,Ankle Sprain,Rehabilitating,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3228,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3229,Hip / Groin,Piriformis Syndrome,Rehabilitating,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3230,Neck,Cervical Sprain,Moderate,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3231,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3232,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3233,Lower Back,SI Joint Dysfunction,Mild,Full Body & Lower Body & Core,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3234,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3235,Neck,Postural Neck Pain,Moderate,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3236,Lower Back,Herniated Disc,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3237,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3238,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3239,Shoulder,Shoulder Impingement,Severe,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3240,Shoulder,AC Joint Sprain,Mild,Push (Chest/Shoulders/Triceps),"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3241,Neck,Postural Neck Pain,Severe,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3242,Knee,Patellar Tendinitis,Mild,Full Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_3243,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3244,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3245,Lower Back,Herniated Disc,Moderate,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3246,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3247,Wrist / Elbow,TFCC Tear,Severe,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3248,Ankle / Foot,Ankle Sprain,Mild,Legs & Core & Cardio,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3249,Ankle / Foot,Ankle Sprain,Rehabilitating,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3250,Shoulder,AC Joint Sprain,Severe,Pull (Back/Biceps) & Push,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3251,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3252,Wrist / Elbow,TFCC Tear,Chronic/Recurring,Upper Body & Pull (Back/Biceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3253,Wrist / Elbow,TFCC Tear,Rehabilitating,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3254,Ankle / Foot,Ankle Sprain,Severe,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3255,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3256,Neck,Cervical Sprain,Moderate,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3257,Wrist / Elbow,Tennis Elbow,Rehabilitating,Push (Chest/Shoulders/Triceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_3258,Lower Back,Muscle Sprain,Mild,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3259,Knee,Patellar Tendinitis,Chronic/Recurring,Legs & Cardio,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_3260,Hip / Groin,Hip Flexor Strain,Mild,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3261,Hip / Groin,Piriformis Syndrome,Moderate,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3262,Lower Back,Muscle Sprain,Severe,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3263,Ankle / Foot,Achilles Tendinitis,Severe,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3264,Ankle / Foot,Ankle Sprain,Severe,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3265,Neck,Postural Neck Pain,Moderate,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3266,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3267,Knee,Patellar Tendinitis,Rehabilitating,Legs & Cardio,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_3268,Neck,Cervical Sprain,Severe,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3269,Hip / Groin,Hip Flexor Strain,Moderate,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3270,Knee,Patellar Tendinitis,Rehabilitating,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_3271,Shoulder,AC Joint Sprain,Severe,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3272,Shoulder,Shoulder Impingement,Mild,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3273,Ankle / Foot,Plantar Fasciitis,Mild,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3274,Wrist / Elbow,Wrist Sprain,Moderate,Push (Chest/Shoulders/Triceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3275,Neck,Cervical Sprain,Rehabilitating,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3276,Lower Back,SI Joint Dysfunction,Mild,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3277,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3278,Wrist / Elbow,TFCC Tear,Chronic/Recurring,Upper Body & Pull (Back/Biceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3279,Hip / Groin,Hip Flexor Strain,Severe,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3280,Knee,IT Band Syndrome,Severe,Lower Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_3281,Shoulder,AC Joint Sprain,Mild,Upper Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3282,Knee,Meniscus Tear,Severe,Lower Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3283,Lower Back,Muscle Sprain,Moderate,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3284,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
