Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_1800,Ankle / Foot,Shin Splints,Chronic/Recurring,Legs,Perform cardio on a stationary bike or swimming instead
INJ_1801,Lower Back,Muscle Spasm,Moderate,Legs & Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_1802,Neck,Whiplash Recovery,Chronic/Recurring,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1803,Knee,Knee Osteoarthritis,Moderate,Core & Cardio,Keep knee flexion pain-free
INJ_1804,Lower Back,SI Joint Dysfunction,Mild,Legs,Avoid twisting core movements
INJ_1805,Knee,Knee Osteoarthritis,Rehabilitating,Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1806,Shoulder,Shoulder Impingement,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid wide-grip pull-ups | Keep elbows tucked during push-ups
INJ_1807,Ankle / Foot,Shin Splints,Moderate,Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_1808,Shoulder,Frozen Shoulder (Mild),Moderate,Upper Body,Avoid wide-grip pull-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_1809,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio,Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_1810,Lower Back,Muscle Spasm,Moderate,Core & Cardio,Substitute sit-ups with planks or bird-dogs
INJ_1811,Knee,Ligament Sprain (ACL/MCL),Mild,Full Body,Avoid deep squatting
INJ_1812,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body,Avoid heavy gripping (use straps for pulling)
INJ_1813,Knee,Patellar Tendinitis,Chronic/Recurring,Legs,Avoid deep squatting
INJ_1814,Neck,Whiplash Recovery,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Keep neck neutral during planks and push-ups
INJ_1815,Knee,Patellar Tendinitis,Moderate,Full Body & Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1816,Shoulder,AC Joint Sprain,Chronic/Recurring,Upper Body,Avoid wide-grip pull-ups
INJ_1817,Shoulder,Shoulder Impingement,Moderate,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_1818,Knee,Knee Osteoarthritis,Mild,Full Body & Legs,"Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1819,Wrist / Elbow,Carpal Tunnel Syndrome,Mild,Upper Body & Push (Chest/Shoulders/Triceps),Avoid skull crushers
INJ_1820,Wrist / Elbow,TFCC Tear (Mild),Rehabilitating,Upper Body,Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1821,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Mild,Upper Body & Push (Chest/Shoulders/Triceps),Avoid skull crushers
INJ_1822,Ankle / Foot,Shin Splints,Moderate,Core & Cardio,Wear supportive footwear during lifts
INJ_1823,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1824,Lower Back,Herniated Disc (Mild),Moderate,Full Body & Legs,Substitute sit-ups with planks or bird-dogs
INJ_1825,Wrist / Elbow,Wrist Sprain,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1826,Neck,Whiplash Recovery,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_1827,Knee,Meniscus Tear (Mild),Mild,Full Body & Core & Cardio,"Avoid deep squatting | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1828,Shoulder,Shoulder Impingement,Mild,Pull (Back/Biceps),Avoid overhead pressing
INJ_1829,Ankle / Foot,Plantar Fasciitis,Moderate,Full Body & Legs,Perform cardio on a stationary bike or swimming instead
INJ_1830,Ankle / Foot,Flat Feet Pain,Moderate,Legs & Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_1831,Neck,Upper Trapezius Spasm,Rehabilitating,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_1832,Shoulder,Frozen Shoulder (Mild),Moderate,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Keep elbows tucked during push-ups
INJ_1833,Lower Back,Muscle Spasm,Rehabilitating,Pull (Back/Biceps) & Legs,Avoid twisting core movements
INJ_1834,Shoulder,Shoulder Impingement,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Avoid wide-grip pull-ups
INJ_1835,Neck,Postural Neck Pain,Mild,Core & Cardio,Avoid heavy barbell shrugs
INJ_1836,Ankle / Foot,Flat Feet Pain,Mild,Full Body & Legs,Substitute standing calf raises with seated
INJ_1837,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1838,Shoulder,AC Joint Sprain,Rehabilitating,Full Body,Keep elbows tucked during push-ups
INJ_1839,Wrist / Elbow,Wrist Sprain,Rehabilitating,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid skull crushers
INJ_1840,Shoulder,Shoulder Impingement,Chronic/Recurring,Pull (Back/Biceps),Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_1841,Knee,Ligament Sprain (ACL/MCL),Mild,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1842,Shoulder,AC Joint Sprain,Mild,Upper Body,Keep elbows tucked during push-ups | Avoid overhead pressing
INJ_1843,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Core & Cardio & Full Body,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1844,Neck,Whiplash Recovery,Rehabilitating,Upper Body,Avoid overhead presses if causing pain
INJ_1845,Wrist / Elbow,TFCC Tear (Mild),Chronic/Recurring,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid skull crushers
INJ_1846,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Legs & Full Body,Wear supportive footwear during lifts
INJ_1847,Ankle / Foot,Flat Feet Pain,Moderate,Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1848,Neck,Whiplash Recovery,Mild,Upper Body,Keep neck neutral during planks and push-ups | Avoid heavy barbell shrugs
INJ_1849,Shoulder,Biceps Tendinitis,Rehabilitating,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead pressing
INJ_1850,Neck,Whiplash Recovery,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid overhead presses if causing pain
INJ_1851,Wrist / Elbow,TFCC Tear (Mild),Chronic/Recurring,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1852,Wrist / Elbow,TFCC Tear (Mild),Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1853,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Full Body & Core & Cardio,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1854,Knee,Patellar Tendinitis,Mild,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1855,Ankle / Foot,Shin Splints,Moderate,Core & Cardio & Legs,Perform cardio on a stationary bike or swimming instead | Wear supportive footwear during lifts
INJ_1856,Neck,Whiplash Recovery,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_1857,Neck,Upper Trapezius Spasm,Chronic/Recurring,Upper Body,Avoid overhead presses if causing pain
INJ_1858,Lower Back,Lumbar Strain,Moderate,Core & Cardio & Legs,Substitute sit-ups with planks or bird-dogs
INJ_1859,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_1860,Neck,Cervical Strain,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Keep neck neutral during planks and push-ups | Avoid heavy barbell shrugs
INJ_1861,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1862,Lower Back,Sciatica,Rehabilitating,Legs & Full Body,Avoid heavy deadlifts and bent-over rows
INJ_1863,Shoulder,Shoulder Impingement,Rehabilitating,Full Body,Keep elbows tucked during push-ups
INJ_1864,Neck,Upper Trapezius Spasm,Moderate,Core & Cardio,Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_1865,Ankle / Foot,Shin Splints,Rehabilitating,Core & Cardio,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_1866,Ankle / Foot,Flat Feet Pain,Moderate,Full Body & Core & Cardio,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1867,Wrist / Elbow,Wrist Sprain,Mild,Pull (Back/Biceps),Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_1868,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1869,Knee,Knee Osteoarthritis,Chronic/Recurring,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1870,Shoulder,AC Joint Sprain,Mild,Upper Body & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1871,Shoulder,AC Joint Sprain,Rehabilitating,Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_1872,Lower Back,Muscle Spasm,Moderate,Full Body & Pull (Back/Biceps),Avoid twisting core movements
INJ_1873,Ankle / Foot,Shin Splints,Rehabilitating,Full Body,Wear supportive footwear during lifts
INJ_1874,Wrist / Elbow,TFCC Tear (Mild),Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_1875,Lower Back,Sciatica,Moderate,Legs,Avoid twisting core movements
INJ_1876,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Chronic/Recurring,Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular) | Avoid skull crushers
INJ_1877,Knee,Knee Osteoarthritis,Chronic/Recurring,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1878,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Full Body,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1879,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Rehabilitating,Upper Body,Avoid skull crushers
INJ_1880,Lower Back,Herniated Disc (Mild),Moderate,Legs,Keep spine neutral
INJ_1881,Ankle / Foot,Ankle Sprain,Rehabilitating,Legs,Wear supportive footwear during lifts
INJ_1882,Shoulder,Shoulder Impingement,Moderate,Upper Body,Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_1883,Wrist / Elbow,Golfer's Elbow,Mild,Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_1884,Shoulder,AC Joint Sprain,Rehabilitating,Pull (Back/Biceps) & Full Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1885,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Full Body,Wear supportive footwear during lifts
INJ_1886,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Pull (Back/Biceps) & Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_1887,Wrist / Elbow,Golfer's Elbow,Mild,Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_1888,Knee,Runner's Knee (Patellofemoral Pain),Moderate,Legs & Full Body,"Keep knee flexion pain-free | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1889,Knee,Meniscus Tear (Mild),Rehabilitating,Full Body & Legs,Avoid deep squatting
INJ_1890,Neck,Whiplash Recovery,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Keep neck neutral during planks and push-ups | Avoid heavy barbell shrugs
INJ_1891,Ankle / Foot,Shin Splints,Mild,Legs & Core & Cardio,Perform cardio on a stationary bike or swimming instead | Substitute standing calf raises with seated
INJ_1892,Lower Back,Muscle Spasm,Mild,Pull (Back/Biceps),Keep spine neutral | Avoid heavy deadlifts and bent-over rows
INJ_1893,Shoulder,AC Joint Sprain,Mild,Upper Body & Full Body,Keep elbows tucked during push-ups
INJ_1894,Ankle / Foot,Ankle Sprain,Mild,Full Body,Wear supportive footwear during lifts
INJ_1895,Wrist / Elbow,Golfer's Elbow,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Use neutral grips (hammer curls instead of regular)
INJ_1896,Neck,Upper Trapezius Spasm,Moderate,Core & Cardio & Upper Body,Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_1897,Lower Back,Muscle Spasm,Moderate,Core & Cardio,Avoid heavy deadlifts and bent-over rows
INJ_1898,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Pull (Back/Biceps),Avoid overhead pressing
INJ_1899,Lower Back,Sciatica,Rehabilitating,Pull (Back/Biceps),Keep spine neutral | Avoid twisting core movements
INJ_1900,Knee,Meniscus Tear (Mild),Moderate,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_1901,Wrist / Elbow,TFCC Tear (Mild),Moderate,Push (Chest/Shoulders/Triceps),Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1902,Neck,Upper Trapezius Spasm,Rehabilitating,Upper Body & Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1903,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid skull crushers
INJ_1904,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Legs & Core & Cardio,Avoid deep squatting
INJ_1905,Neck,Cervical Strain,Chronic/Recurring,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1906,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1907,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1908,Wrist / Elbow,Wrist Sprain,Rehabilitating,Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1909,Shoulder,Frozen Shoulder (Mild),Mild,Pull (Back/Biceps) & Full Body,Avoid overhead pressing
INJ_1910,Lower Back,SI Joint Dysfunction,Moderate,Legs,Keep spine neutral | Substitute sit-ups with planks or bird-dogs
INJ_1911,Lower Back,Herniated Disc (Mild),Moderate,Core & Cardio & Full Body,Keep spine neutral
INJ_1912,Shoulder,Shoulder Impingement,Moderate,Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1913,Neck,Cervical Strain,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid crunches where hands pull on the neck | Keep neck neutral during planks and push-ups
INJ_1914,Neck,Whiplash Recovery,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1915,Knee,Meniscus Tear (Mild),Rehabilitating,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_1916,Knee,Patellar Tendinitis,Chronic/Recurring,Full Body,Keep knee flexion pain-free
INJ_1917,Lower Back,Lumbar Strain,Rehabilitating,Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows
INJ_1918,Wrist / Elbow,Golfer's Elbow,Chronic/Recurring,Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_1919,Lower Back,Muscle Spasm,Rehabilitating,Core & Cardio,Keep spine neutral
INJ_1920,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Legs,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1921,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Full Body & Core & Cardio,Keep spine neutral
INJ_1922,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Chronic/Recurring,Upper Body,Use neutral grips (hammer curls instead of regular) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1923,Ankle / Foot,Flat Feet Pain,Mild,Legs,Substitute standing calf raises with seated
INJ_1924,Neck,Upper Trapezius Spasm,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_1925,Lower Back,Muscle Spasm,Moderate,Pull (Back/Biceps) & Full Body,Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1926,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1927,Lower Back,Muscle Spasm,Chronic/Recurring,Full Body & Legs,Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1928,Neck,Upper Trapezius Spasm,Rehabilitating,Core & Cardio,Keep neck neutral during planks and push-ups
INJ_1929,Knee,Patellar Tendinitis,Moderate,Full Body & Core & Cardio,"Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1930,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_1931,Neck,Postural Neck Pain,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Keep neck neutral during planks and push-ups
INJ_1932,Shoulder,AC Joint Sprain,Chronic/Recurring,Upper Body & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1933,Neck,Whiplash Recovery,Rehabilitating,Core & Cardio & Upper Body,Avoid overhead presses if causing pain
INJ_1934,Lower Back,SI Joint Dysfunction,Mild,Legs,Avoid twisting core movements
INJ_1935,Knee,Knee Osteoarthritis,Rehabilitating,Full Body & Legs,Keep knee flexion pain-free | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1936,Neck,Upper Trapezius Spasm,Moderate,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_1937,Wrist / Elbow,Wrist Sprain,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_1938,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1939,Lower Back,SI Joint Dysfunction,Mild,Legs,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_1940,Lower Back,Sciatica,Rehabilitating,Pull (Back/Biceps) & Full Body,Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1941,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Full Body,"Avoid running, jumping, and high-impact cardio"
INJ_1942,Wrist / Elbow,Wrist Sprain,Moderate,Pull (Back/Biceps) & Upper Body,Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1943,Knee,Meniscus Tear (Mild),Mild,Full Body & Core & Cardio,"Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1944,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1945,Wrist / Elbow,Golfer's Elbow,Moderate,Upper Body,Use neutral grips (hammer curls instead of regular) | Avoid skull crushers
INJ_1946,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Core & Cardio & Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1947,Knee,Ligament Sprain (ACL/MCL),Moderate,Legs & Core & Cardio,Keep knee flexion pain-free
INJ_1948,Neck,Cervical Strain,Moderate,Core & Cardio,Keep neck neutral during planks and push-ups
INJ_1949,Ankle / Foot,Ankle Sprain,Mild,Core & Cardio & Legs,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1950,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Legs & Full Body,Wear supportive footwear during lifts
INJ_1951,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio & Upper Body,Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_1952,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular)
INJ_1953,Wrist / Elbow,Wrist Sprain,Rehabilitating,Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1954,Neck,Upper Trapezius Spasm,Moderate,Upper Body & Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1955,Neck,Postural Neck Pain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Keep neck neutral during planks and push-ups | Avoid overhead presses if causing pain
INJ_1956,Shoulder,Biceps Tendinitis,Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Keep elbows tucked during push-ups
INJ_1957,Lower Back,SI Joint Dysfunction,Moderate,Core & Cardio & Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1958,Shoulder,Frozen Shoulder (Mild),Moderate,Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_1959,Shoulder,Biceps Tendinitis,Mild,Upper Body,Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_1960,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1961,Knee,Patellar Tendinitis,Rehabilitating,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1962,Shoulder,Biceps Tendinitis,Chronic/Recurring,Upper Body,Substitute barbell bench with neutral-grip dumbbell press | Avoid overhead pressing
INJ_1963,Shoulder,Biceps Tendinitis,Rehabilitating,Pull (Back/Biceps) & Upper Body,Keep elbows tucked during push-ups
INJ_1964,Lower Back,Lumbar Strain,Mild,Full Body,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_1965,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Legs & Core & Cardio,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1966,Lower Back,Muscle Spasm,Rehabilitating,Core & Cardio & Legs,Avoid twisting core movements | Substitute sit-ups with planks or bird-dogs
INJ_1967,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_1968,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid skull crushers
INJ_1969,Neck,Postural Neck Pain,Moderate,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_1970,Lower Back,Muscle Spasm,Chronic/Recurring,Full Body & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_1971,Shoulder,Biceps Tendinitis,Chronic/Recurring,Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1972,Lower Back,Sciatica,Rehabilitating,Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1973,Neck,Upper Trapezius Spasm,Rehabilitating,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck
INJ_1974,Neck,Cervical Strain,Chronic/Recurring,Core & Cardio & Upper Body,Avoid crunches where hands pull on the neck | Keep neck neutral during planks and push-ups
INJ_1975,Neck,Whiplash Recovery,Chronic/Recurring,Upper Body,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1976,Shoulder,AC Joint Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid overhead pressing
INJ_1977,Shoulder,Biceps Tendinitis,Mild,Upper Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1978,Ankle / Foot,Ankle Sprain,Rehabilitating,Legs,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1979,Lower Back,Lumbar Strain,Rehabilitating,Full Body,Keep spine neutral
INJ_1980,Ankle / Foot,Plantar Fasciitis,Mild,Core & Cardio & Full Body,Substitute standing calf raises with seated
INJ_1981,Ankle / Foot,Shin Splints,Chronic/Recurring,Legs & Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1982,Neck,Cervical Strain,Rehabilitating,Core & Cardio,Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_1983,Lower Back,Herniated Disc (Mild),Mild,Legs & Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows
INJ_1984,Wrist / Elbow,Wrist Sprain,Moderate,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling)
INJ_1985,Shoulder,Frozen Shoulder (Mild),Rehabilitating,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Keep elbows tucked during push-ups | Avoid overhead pressing
INJ_1986,Neck,Cervical Strain,Moderate,Upper Body & Core & Cardio,Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_1987,Lower Back,Sciatica,Mild,Pull (Back/Biceps),Avoid twisting core movements | Avoid heavy deadlifts and bent-over rows
INJ_1988,Knee,Ligament Sprain (ACL/MCL),Moderate,Core & Cardio,Keep knee flexion pain-free
INJ_1989,Ankle / Foot,Achilles Tendinitis,Moderate,Core & Cardio & Full Body,Substitute standing calf raises with seated
INJ_1990,Shoulder,Rotator Cuff Tendinitis,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Keep elbows tucked during push-ups | Avoid wide-grip pull-ups
INJ_1991,Lower Back,Herniated Disc (Mild),Rehabilitating,Legs & Core & Cardio,Avoid heavy deadlifts and bent-over rows
INJ_1992,Neck,Whiplash Recovery,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1993,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling)
INJ_1994,Lower Back,Lumbar Strain,Chronic/Recurring,Legs & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1995,Ankle / Foot,Achilles Tendinitis,Mild,Full Body & Legs,Wear supportive footwear during lifts
INJ_1996,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1997,Knee,Ligament Sprain (ACL/MCL),Moderate,Legs & Core & Cardio,Avoid deep squatting
INJ_1998,Shoulder,Shoulder Impingement,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid overhead pressing
INJ_1999,Shoulder,Biceps Tendinitis,Mild,Full Body,Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_2000,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Core & Cardio & Full Body,"Keep knee flexion pain-free | Avoid high-impact jumps (Box Jumps, Burpees)"
