Workout_ID,Workout_Name,Goal,Difficulty,Focus_Area,Duration_Min,Estimated_Calories_Burned,Routine
WK_1073,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Dumbbell Rows (3 sets x 12 reps) | 2. Barbell Bench Press (3 sets x 12 reps) | 3. Dead Bugs (3 sets x 12 reps) | 4. Bodyweight Squats (3 sets x 12 reps) | 5. Glute Bridges (3 sets x 12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1074,Advanced Lower Body Focus,General Fitness,Advanced,Legs,30,225,1. Step-ups (on chair/box) (3 sets x 12 reps) | 2. Goblet Squats (3 sets x 12 reps) | 3. Bodyweight Squats (3 sets x 12 reps) | 4. Glute Bridges (3 sets x 12 reps) | 5. Wall Sit (3 sets x 12 reps)
WK_1075,Beginner Pull Routine,Muscle Gain,Beginner,Pull (Back/Biceps),45,225,1. Hammer Curls (3 sets x 8-10 reps) | 2. Chin-ups (3 sets x 8-10 reps) | 3. Inverted Bodyweight Rows (3 sets x 8-10 reps) | 4. Dumbbell Bicep Curls (3 sets x 8-10 reps) | 5. Superman Extensions (3 sets x 8-10 reps)
WK_1076,Beginner Core & Sweat,Weight Loss,Beginner,Core & Cardio,45,315,1. Bicycle Crunches (4 sets x 12-15 reps) | 2. Bird-Dog (4 sets x 12-15 reps) | 3. Jogging in Place (4 sets x 12-15 reps) | 4. Shadow Boxing (4 sets x 12-15 reps) | 5. Lying Leg Raises (4 sets x 12-15 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1077,Intermediate Push Routine,Muscle Gain,Intermediate,Push (Chest/Shoulders/Triceps),45,247,1. Seated Dumbbell Press (4 sets x 8-12 reps) | 2. Wide Grip Push-ups (4 sets x 8-12 reps) | 3. Front Raises (4 sets x 8-12 reps) | 4. Dumbbell Chest Flyes (4 sets x 8-12 reps) | 5. Diamond Push-ups (4 sets x 8-12 reps)
WK_1078,Beginner Pull Routine,Weight Loss,Beginner,Pull (Back/Biceps),40,280,1. Lat Pulldowns (4 sets x 12-15 reps) | 2. Inverted Bodyweight Rows (4 sets x 12-15 reps) | 3. Dumbbell Bicep Curls (4 sets x 12-15 reps) | 4. Hammer Curls (4 sets x 12-15 reps) | 5. Superman Extensions (4 sets x 12-15 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1079,Advanced Full Body Circuit,Weight Loss,Advanced,Full Body,30,315,1. Reverse Lunges (4 sets x 45 sec work / 15 sec rest) | 2. Dumbbell Rows (4 sets x 45 sec work / 15 sec rest) | 3. Bird-Dog (4 sets x 45 sec work / 15 sec rest) | 4. Knee Push-ups (4 sets x 45 sec work / 15 sec rest) | 5. Wall Sit (4 sets x 45 sec work / 15 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1080,Advanced Lower Body Focus,Weight Loss,Advanced,Legs,45,472,1. Calf Raises (4 sets x 45 sec work / 15 sec rest) | 2. Wall Sit (4 sets x 45 sec work / 15 sec rest) | 3. Forward Lunges (4 sets x 45 sec work / 15 sec rest) | 4. Goblet Squats (4 sets x 45 sec work / 15 sec rest) | 5. Bodyweight Squats (4 sets x 45 sec work / 15 sec rest)
WK_1081,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,45,281,1. Shadow Boxing (3 sets x 10-15 reps) | 2. Crunches (3 sets x 10-15 reps) | 3. Forearm Plank (3 sets x 10-15 reps) | 4. Bicycle Crunches (3 sets x 10-15 reps) | 5. Jump Rope (3 sets x 10-15 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1082,Advanced Lower Body Focus,Muscle Gain,Advanced,Legs,45,337,1. Glute Bridges (3 sets x 6-8 reps (heavy)) | 2. Bodyweight Squats (3 sets x 6-8 reps (heavy)) | 3. Goblet Squats (3 sets x 6-8 reps (heavy)) | 4. Step-ups (on chair/box) (3 sets x 6-8 reps (heavy)) | 5. Wall Sit (3 sets x 6-8 reps (heavy))
WK_1083,Intermediate Lower Body Focus,General Fitness,Intermediate,Legs,45,297,1. Glute Bridges (3 sets x 10-15 reps) | 2. Wall Sit (3 sets x 10-15 reps) | 3. Bodyweight Squats (3 sets x 10-15 reps) | 4. Calf Raises (3 sets x 10-15 reps) | 5. Reverse Lunges (3 sets x 10-15 reps)
WK_1084,Beginner Pull Routine,General Fitness,Beginner,Pull (Back/Biceps),45,225,1. Hammer Curls (3 sets x 12 reps) | 2. Dumbbell Rows (3 sets x 12 reps) | 3. Pull-ups (3 sets x 12 reps) | 4. Dumbbell Bicep Curls (3 sets x 12 reps) | 5. Inverted Bodyweight Rows (3 sets x 12 reps)
WK_1085,Intermediate Upper Body Mix,Muscle Gain,Intermediate,Upper Body,60,330,1. Diamond Push-ups (3 sets x 8-12 reps) | 2. Overhead Tricep Extension (3 sets x 8-12 reps) | 3. Push-ups (3 sets x 8-12 reps) | 4. Pike Push-ups (3 sets x 8-12 reps) | 5. Superman Extensions (3 sets x 8-12 reps)
WK_1086,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),45,346,1. Chair Tricep Dips (3 sets x 40 sec work / 20 sec rest) | 2. Barbell Bench Press (3 sets x 40 sec work / 20 sec rest) | 3. Seated Dumbbell Press (3 sets x 40 sec work / 20 sec rest) | 4. Knee Push-ups (3 sets x 40 sec work / 20 sec rest) | 5. Pike Push-ups (3 sets x 40 sec work / 20 sec rest)
WK_1087,Intermediate Full Body Circuit,Weight Loss,Intermediate,Full Body,40,369,1. Bicycle Crunches (3 sets x 40 sec work / 20 sec rest) | 2. Dumbbell Bench Press (3 sets x 40 sec work / 20 sec rest) | 3. Glute Bridges (3 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Rows (3 sets x 40 sec work / 20 sec rest) | 5. Bodyweight Squats (3 sets x 40 sec work / 20 sec rest) | Finisher: High Knees (3 sets of max effort)
WK_1088,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),40,308,1. Overhead Tricep Extension (3 sets x 40 sec work / 20 sec rest) | 2. Dumbbell Bench Press (3 sets x 40 sec work / 20 sec rest) | 3. Seated Dumbbell Press (3 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Overhead Press (3 sets x 40 sec work / 20 sec rest) | 5. Incline Push-ups (3 sets x 40 sec work / 20 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1089,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,45,270,1. Goblet Squats (3 sets x 8-10 reps) | 2. Bicycle Crunches (3 sets x 8-10 reps) | 3. Dumbbell Rows (3 sets x 8-10 reps) | 4. Glute Bridges (3 sets x 8-10 reps) | 5. Wide Grip Push-ups (3 sets x 8-10 reps)
WK_1090,Intermediate Upper Body Mix,Muscle Gain,Intermediate,Upper Body,45,247,1. Lateral Raises (4 sets x 8-12 reps) | 2. Overhead Tricep Extension (4 sets x 8-12 reps) | 3. Lat Pulldowns (4 sets x 8-12 reps) | 4. Diamond Push-ups (4 sets x 8-12 reps) | 5. Wide Grip Push-ups (4 sets x 8-12 reps)
WK_1091,Beginner Lower Body Focus,Muscle Gain,Beginner,Legs,60,360,1. Step-ups (on chair/box) (4 sets x 8-10 reps) | 2. Forward Lunges (4 sets x 8-10 reps) | 3. Reverse Lunges (4 sets x 8-10 reps) | 4. Jump Squats (4 sets x 8-10 reps) | 5. Bodyweight Squats (4 sets x 8-10 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1092,Advanced Push Routine,Weight Loss,Advanced,Push (Chest/Shoulders/Triceps),40,350,1. Dumbbell Overhead Press (3 sets x 45 sec work / 15 sec rest) | 2. Knee Push-ups (3 sets x 45 sec work / 15 sec rest) | 3. Barbell Bench Press (3 sets x 45 sec work / 15 sec rest) | 4. Diamond Push-ups (3 sets x 45 sec work / 15 sec rest) | 5. Seated Dumbbell Press (3 sets x 45 sec work / 15 sec rest) | Finisher: High Knees (3 sets of max effort)
WK_1093,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),30,231,1. Dumbbell Bench Press (4 sets x 40 sec work / 20 sec rest) | 2. Lateral Raises (4 sets x 40 sec work / 20 sec rest) | 3. Incline Push-ups (4 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Overhead Press (4 sets x 40 sec work / 20 sec rest) | 5. Tricep Kickbacks (4 sets x 40 sec work / 20 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1094,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,30,180,1. Dumbbell Chest Flyes (3 sets x 10-15 reps) | 2. Lying Leg Raises (3 sets x 10-15 reps) | 3. Inverted Bodyweight Rows (3 sets x 10-15 reps) | 4. Forward Lunges (3 sets x 10-15 reps) | 5. Bodyweight Squats (3 sets x 10-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1095,Beginner Pull Routine,General Fitness,Beginner,Pull (Back/Biceps),30,150,1. Hammer Curls (3 sets x 10-15 reps) | 2. Dumbbell Rows (3 sets x 10-15 reps) | 3. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 4. Lat Pulldowns (3 sets x 10-15 reps) | 5. Superman Extensions (3 sets x 10-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1096,Intermediate Full Body Circuit,Weight Loss,Intermediate,Full Body,45,415,1. Barbell Bench Press (3 sets x 40 sec work / 20 sec rest) | 2. Lying Leg Raises (3 sets x 40 sec work / 20 sec rest) | 3. Step-ups (on chair/box) (3 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Rows (3 sets x 40 sec work / 20 sec rest) | 5. Calf Raises (3 sets x 40 sec work / 20 sec rest)
WK_1097,Advanced Core & Sweat,Weight Loss,Advanced,Core & Cardio,40,350,1. Jumping Jacks (3 sets x 45 sec work / 15 sec rest) | 2. Jump Rope (3 sets x 45 sec work / 15 sec rest) | 3. Crunches (3 sets x 45 sec work / 15 sec rest) | 4. Bicycle Crunches (3 sets x 45 sec work / 15 sec rest) | 5. Bird-Dog (3 sets x 45 sec work / 15 sec rest)
WK_1098,Advanced Pull Routine,General Fitness,Advanced,Pull (Back/Biceps),30,187,1. Superman Extensions (3 sets x 12 reps) | 2. Dumbbell Bicep Curls (3 sets x 12 reps) | 3. Chin-ups (3 sets x 12 reps) | 4. Hammer Curls (3 sets x 12 reps) | 5. Inverted Bodyweight Rows (3 sets x 12 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1099,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,60,360,1. Bird-Dog (4 sets x 8-10 reps) | 2. Barbell Bench Press (4 sets x 8-10 reps) | 3. Wall Sit (4 sets x 8-10 reps) | 4. Bodyweight Squats (4 sets x 8-10 reps) | 5. Dumbbell Rows (4 sets x 8-10 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1100,Beginner Push Routine,General Fitness,Beginner,Push (Chest/Shoulders/Triceps),45,225,1. Seated Dumbbell Press (3 sets x 10-15 reps) | 2. Pike Push-ups (3 sets x 10-15 reps) | 3. Barbell Bench Press (3 sets x 10-15 reps) | 4. Wide Grip Push-ups (3 sets x 10-15 reps) | 5. Overhead Tricep Extension (3 sets x 10-15 reps)
WK_1101,Advanced Pull Routine,General Fitness,Advanced,Pull (Back/Biceps),45,281,1. Chin-ups (3 sets x 10-15 reps) | 2. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 3. Superman Extensions (3 sets x 10-15 reps) | 4. Hammer Curls (3 sets x 10-15 reps) | 5. Dumbbell Rows (3 sets x 10-15 reps)
WK_1102,Beginner Pull Routine,Weight Loss,Beginner,Pull (Back/Biceps),45,315,1. Dumbbell Bicep Curls (4 sets x 12-15 reps) | 2. Lat Pulldowns (4 sets x 12-15 reps) | 3. Hammer Curls (4 sets x 12-15 reps) | 4. Dumbbell Rows (4 sets x 12-15 reps) | 5. Chin-ups (4 sets x 12-15 reps)
WK_1103,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,45,270,1. Bicycle Crunches (3 sets x 8-10 reps) | 2. Bodyweight Squats (3 sets x 8-10 reps) | 3. Calf Raises (3 sets x 8-10 reps) | 4. Inverted Bodyweight Rows (3 sets x 8-10 reps) | 5. Incline Push-ups (3 sets x 8-10 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1104,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,45,270,1. Goblet Squats (3 sets x 8-10 reps) | 2. Incline Push-ups (3 sets x 8-10 reps) | 3. Glute Bridges (3 sets x 8-10 reps) | 4. Crunches (3 sets x 8-10 reps) | 5. Inverted Bodyweight Rows (3 sets x 8-10 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1105,Intermediate Lower Body Focus,Weight Loss,Intermediate,Legs,30,277,1. Bodyweight Squats (3 sets x 40 sec work / 20 sec rest) | 2. Step-ups (on chair/box) (3 sets x 40 sec work / 20 sec rest) | 3. Glute Bridges (3 sets x 40 sec work / 20 sec rest) | 4. Reverse Lunges (3 sets x 40 sec work / 20 sec rest) | 5. Goblet Squats (3 sets x 40 sec work / 20 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1106,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,60,360,1. Dead Bugs (3 sets x 8-10 reps) | 2. Bodyweight Squats (3 sets x 8-10 reps) | 3. Calf Raises (3 sets x 8-10 reps) | 4. Inverted Bodyweight Rows (3 sets x 8-10 reps) | 5. Dumbbell Bench Press (3 sets x 8-10 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1107,Beginner Pull Routine,Weight Loss,Beginner,Pull (Back/Biceps),30,210,1. Dumbbell Bicep Curls (3 sets x 12-15 reps) | 2. Pull-ups (3 sets x 12-15 reps) | 3. Hammer Curls (3 sets x 12-15 reps) | 4. Lat Pulldowns (3 sets x 12-15 reps) | 5. Chin-ups (3 sets x 12-15 reps)
WK_1108,Advanced Upper Body Mix,Weight Loss,Advanced,Upper Body,40,350,1. Wide Grip Push-ups (3 sets x 45 sec work / 15 sec rest) | 2. Hammer Curls (3 sets x 45 sec work / 15 sec rest) | 3. Overhead Tricep Extension (3 sets x 45 sec work / 15 sec rest) | 4. Inverted Bodyweight Rows (3 sets x 45 sec work / 15 sec rest) | 5. Front Raises (3 sets x 45 sec work / 15 sec rest) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1109,Intermediate Lower Body Focus,Muscle Gain,Intermediate,Legs,45,297,1. Goblet Squats (4 sets x 8-12 reps) | 2. Reverse Lunges (4 sets x 8-12 reps) | 3. Bodyweight Squats (4 sets x 8-12 reps) | 4. Calf Raises (4 sets x 8-12 reps) | 5. Step-ups (on chair/box) (4 sets x 8-12 reps)
WK_1110,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),45,315,1. Lateral Raises (4 sets x 12-15 reps) | 2. Seated Dumbbell Press (4 sets x 12-15 reps) | 3. Chair Tricep Dips (4 sets x 12-15 reps) | 4. Wide Grip Push-ups (4 sets x 12-15 reps) | 5. Incline Push-ups (4 sets x 12-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1111,Beginner Core & Sweat,General Fitness,Beginner,Core & Cardio,30,150,1. Crunches (3 sets x 12 reps) | 2. Bird-Dog (3 sets x 12 reps) | 3. Side Plank (3 sets x 12 reps) | 4. Mountain Climbers (3 sets x 12 reps) | 5. High Knees (3 sets x 12 reps)
WK_1112,Beginner Full Body Circuit,Weight Loss,Beginner,Full Body,40,336,1. Wide Grip Push-ups (4 sets x 12-15 reps) | 2. Calf Raises (4 sets x 12-15 reps) | 3. Superman Extensions (4 sets x 12-15 reps) | 4. Wall Sit (4 sets x 12-15 reps) | 5. Bird-Dog (4 sets x 12-15 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1113,Beginner Lower Body Focus,General Fitness,Beginner,Legs,30,180,1. Glute Bridges (3 sets x 10-15 reps) | 2. Wall Sit (3 sets x 10-15 reps) | 3. Goblet Squats (3 sets x 10-15 reps) | 4. Calf Raises (3 sets x 10-15 reps) | 5. Forward Lunges (3 sets x 10-15 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1114,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,45,270,1. Superman Extensions (4 sets x 8-10 reps) | 2. Goblet Squats (4 sets x 8-10 reps) | 3. Side Plank (4 sets x 8-10 reps) | 4. Calf Raises (4 sets x 8-10 reps) | 5. Push-ups (4 sets x 8-10 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1115,Beginner Lower Body Focus,Weight Loss,Beginner,Legs,30,252,1. Goblet Squats (3 sets x 12-15 reps) | 2. Wall Sit (3 sets x 12-15 reps) | 3. Reverse Lunges (3 sets x 12-15 reps) | 4. Calf Raises (3 sets x 12-15 reps) | 5. Bodyweight Squats (3 sets x 12-15 reps)
WK_1116,Intermediate Core & Sweat,Muscle Gain,Intermediate,Core & Cardio,60,330,1. Mountain Climbers (3 sets x 8-12 reps) | 2. High Knees (3 sets x 8-12 reps) | 3. Forearm Plank (3 sets x 8-12 reps) | 4. Bicycle Crunches (3 sets x 8-12 reps) | 5. Bird-Dog (3 sets x 8-12 reps)
WK_1117,Intermediate Lower Body Focus,Weight Loss,Intermediate,Legs,30,277,1. Jump Squats (3 sets x 40 sec work / 20 sec rest) | 2. Goblet Squats (3 sets x 40 sec work / 20 sec rest) | 3. Wall Sit (3 sets x 40 sec work / 20 sec rest) | 4. Forward Lunges (3 sets x 40 sec work / 20 sec rest) | 5. Step-ups (on chair/box) (3 sets x 40 sec work / 20 sec rest)
WK_1118,Beginner Push Routine,General Fitness,Beginner,Push (Chest/Shoulders/Triceps),30,150,1. Pike Push-ups (3 sets x 12 reps) | 2. Seated Dumbbell Press (3 sets x 12 reps) | 3. Barbell Bench Press (3 sets x 12 reps) | 4. Overhead Tricep Extension (3 sets x 12 reps) | 5. Dumbbell Chest Flyes (3 sets x 12 reps)
WK_1119,Beginner Upper Body Mix,General Fitness,Beginner,Upper Body,45,225,1. Front Raises (3 sets x 12 reps) | 2. Pull-ups (3 sets x 12 reps) | 3. Wide Grip Push-ups (3 sets x 12 reps) | 4. Overhead Tricep Extension (3 sets x 12 reps) | 5. Dumbbell Bicep Curls (3 sets x 12 reps) | Finisher: Jumping Jacks (2 sets of 30 seconds)
WK_1120,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,45,270,1. Forearm Plank (3 sets x 12 reps) | 2. Step-ups (on chair/box) (3 sets x 12 reps) | 3. Calf Raises (3 sets x 12 reps) | 4. Dumbbell Chest Flyes (3 sets x 12 reps) | 5. Pull-ups (3 sets x 12 reps)
WK_1121,Beginner Lower Body Focus,Weight Loss,Beginner,Legs,45,378,1. Glute Bridges (3 sets x 12-15 reps) | 2. Jump Squats (3 sets x 12-15 reps) | 3. Step-ups (on chair/box) (3 sets x 12-15 reps) | 4. Goblet Squats (3 sets x 12-15 reps) | 5. Forward Lunges (3 sets x 12-15 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1122,Intermediate Lower Body Focus,Muscle Gain,Intermediate,Legs,60,396,1. Glute Bridges (4 sets x 8-12 reps) | 2. Wall Sit (4 sets x 8-12 reps) | 3. Goblet Squats (4 sets x 8-12 reps) | 4. Jump Squats (4 sets x 8-12 reps) | 5. Bodyweight Squats (4 sets x 8-12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1123,Advanced Push Routine,General Fitness,Advanced,Push (Chest/Shoulders/Triceps),45,281,1. Dumbbell Chest Flyes (3 sets x 10-15 reps) | 2. Seated Dumbbell Press (3 sets x 10-15 reps) | 3. Pike Push-ups (3 sets x 10-15 reps) | 4. Overhead Tricep Extension (3 sets x 10-15 reps) | 5. Wide Grip Push-ups (3 sets x 10-15 reps) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1124,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,30,165,1. Bird-Dog (3 sets x 12 reps) | 2. High Knees (3 sets x 12 reps) | 3. Side Plank (3 sets x 12 reps) | 4. Crunches (3 sets x 12 reps) | 5. Jogging in Place (3 sets x 12 reps)
WK_1125,Intermediate Upper Body Mix,Muscle Gain,Intermediate,Upper Body,60,330,1. Lat Pulldowns (3 sets x 8-12 reps) | 2. Hammer Curls (3 sets x 8-12 reps) | 3. Wide Grip Push-ups (3 sets x 8-12 reps) | 4. Diamond Push-ups (3 sets x 8-12 reps) | 5. Dumbbell Overhead Press (3 sets x 8-12 reps)
WK_1126,Advanced Pull Routine,Weight Loss,Advanced,Pull (Back/Biceps),30,262,1. Chin-ups (3 sets x 45 sec work / 15 sec rest) | 2. Hammer Curls (3 sets x 45 sec work / 15 sec rest) | 3. Inverted Bodyweight Rows (3 sets x 45 sec work / 15 sec rest) | 4. Lat Pulldowns (3 sets x 45 sec work / 15 sec rest) | 5. Dumbbell Bicep Curls (3 sets x 45 sec work / 15 sec rest)
WK_1127,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,30,210,1. Dumbbell Bicep Curls (4 sets x 12-15 reps) | 2. Pike Push-ups (4 sets x 12-15 reps) | 3. Chair Tricep Dips (4 sets x 12-15 reps) | 4. Dumbbell Bench Press (4 sets x 12-15 reps) | 5. Superman Extensions (4 sets x 12-15 reps)
WK_1128,Advanced Upper Body Mix,Muscle Gain,Advanced,Upper Body,60,375,1. Front Raises (4 sets x 6-8 reps (heavy)) | 2. Hammer Curls (4 sets x 6-8 reps (heavy)) | 3. Tricep Kickbacks (4 sets x 6-8 reps (heavy)) | 4. Lat Pulldowns (4 sets x 6-8 reps (heavy)) | 5. Barbell Bench Press (4 sets x 6-8 reps (heavy)) | Finisher: High Knees (3 sets of max effort)
WK_1129,Advanced Lower Body Focus,Muscle Gain,Advanced,Legs,60,450,1. Glute Bridges (3 sets x 6-8 reps (heavy)) | 2. Jump Squats (3 sets x 6-8 reps (heavy)) | 3. Reverse Lunges (3 sets x 6-8 reps (heavy)) | 4. Wall Sit (3 sets x 6-8 reps (heavy)) | 5. Step-ups (on chair/box) (3 sets x 6-8 reps (heavy)) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1130,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),30,210,1. Overhead Tricep Extension (4 sets x 12-15 reps) | 2. Barbell Bench Press (4 sets x 12-15 reps) | 3. Wide Grip Push-ups (4 sets x 12-15 reps) | 4. Pike Push-ups (4 sets x 12-15 reps) | 5. Seated Dumbbell Press (4 sets x 12-15 reps)
WK_1131,Beginner Pull Routine,Muscle Gain,Beginner,Pull (Back/Biceps),45,225,1. Hammer Curls (3 sets x 8-10 reps) | 2. Superman Extensions (3 sets x 8-10 reps) | 3. Dumbbell Bicep Curls (3 sets x 8-10 reps) | 4. Inverted Bodyweight Rows (3 sets x 8-10 reps) | 5. Lat Pulldowns (3 sets x 8-10 reps)
WK_1132,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Barbell Bench Press (3 sets x 12 reps) | 2. Calf Raises (3 sets x 12 reps) | 3. Bird-Dog (3 sets x 12 reps) | 4. Jump Squats (3 sets x 12 reps) | 5. Lat Pulldowns (3 sets x 12 reps)
WK_1133,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,45,297,1. Lat Pulldowns (3 sets x 10-15 reps) | 2. Incline Push-ups (3 sets x 10-15 reps) | 3. Forward Lunges (3 sets x 10-15 reps) | 4. Crunches (3 sets x 10-15 reps) | 5. Glute Bridges (3 sets x 10-15 reps) | Finisher: Burpees (3 sets of max effort)
WK_1134,Advanced Lower Body Focus,Weight Loss,Advanced,Legs,30,315,1. Wall Sit (3 sets x 45 sec work / 15 sec rest) | 2. Bodyweight Squats (3 sets x 45 sec work / 15 sec rest) | 3. Glute Bridges (3 sets x 45 sec work / 15 sec rest) | 4. Calf Raises (3 sets x 45 sec work / 15 sec rest) | 5. Step-ups (on chair/box) (3 sets x 45 sec work / 15 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1135,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),45,346,1. Pike Push-ups (4 sets x 40 sec work / 20 sec rest) | 2. Dumbbell Chest Flyes (4 sets x 40 sec work / 20 sec rest) | 3. Chair Tricep Dips (4 sets x 40 sec work / 20 sec rest) | 4. Push-ups (4 sets x 40 sec work / 20 sec rest) | 5. Front Raises (4 sets x 40 sec work / 20 sec rest)
WK_1136,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,45,247,1. Dead Bugs (3 sets x 12 reps) | 2. Side Plank (3 sets x 12 reps) | 3. Jogging in Place (3 sets x 12 reps) | 4. Lying Leg Raises (3 sets x 12 reps) | 5. Burpees (3 sets x 12 reps)
WK_1137,Intermediate Lower Body Focus,General Fitness,Intermediate,Legs,30,198,1. Calf Raises (3 sets x 10-15 reps) | 2. Reverse Lunges (3 sets x 10-15 reps) | 3. Goblet Squats (3 sets x 10-15 reps) | 4. Bodyweight Squats (3 sets x 10-15 reps) | 5. Jump Squats (3 sets x 10-15 reps) | Finisher: Shadow Boxing (3 sets of max effort)
