Meal_Name,Protein(g),Carbs(g),Fat(g),Calories,Goal
"Matoke (Plantain Stew) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Mango (Slice)",32,71,25,637,Muscle Gain
"Nduma (Boiled Arrowroot) with Chicken Stew (Kuku Paka), Cabbage (Fried) & Mandazi (1 pc)",27,76,25,637,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Watermelon (Slice)",21,82,25,637,Muscle Gain
"White Rice with Mutura (African Sausage), Avocado (Half) & Passion Fruit (2 pcs)",21,64,33,637,Muscle Gain
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",20,110,13,637,Balanced / Maintenance
"Brown Rice with Omena (Silver Cyprinid Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",41,60,26,638,Weight Loss / Lean
"Ugali (White Cornmeal) with 2 Boiled Eggs, Avocado (Half) & Sweet Banana (Ndizi)",19,82,26,638,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Pawpaw (Papaya Slice)",30,62,30,638,Weight Loss / Lean
"Matoke (Plantain Stew) with Ndengu (Green Gram Stew), Cabbage (Fried) & Mango (Slice)",20,108,14,638,Balanced / Maintenance
"Ugali (White Cornmeal) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",35,64,27,639,Weight Loss / Lean
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",33,75,23,639,Muscle Gain
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Roasted Peanuts (Handful)",37,53,31,639,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",24,102,15,639,Muscle Gain
"Spaghetti with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",26,109,11,639,Muscle Gain
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",37,53,31,639,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Beef Stew, Avocado (Half) & Pawpaw (Papaya Slice)",31,68,27,639,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",20,106,15,639,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",23,101,16,640,Muscle Gain
"Brown Rice with Maharagwe (Bean Stew), Spinach & Sweet Banana (Ndizi)",21,103,16,640,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",38,59,28,640,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",25,90,20,640,Muscle Gain
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",35,62,28,640,Weight Loss / Lean
"Brown Rice with Wet Fry Fish (Tilapia), Avocado (Half) & Passion Fruit (2 pcs)",34,61,29,641,Weight Loss / Lean
"Spaghetti with Mutura (African Sausage), Managu (African Nightshade) & Mango (Slice)",27,77,25,641,Muscle Gain
"Chapati (Soft Flatbread) with Beef Stew, Cabbage (Fried) & Sweet Banana (Ndizi)",30,74,25,641,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Pawpaw (Papaya Slice)",34,70,25,641,Muscle Gain
"Matoke (Plantain Stew) with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",25,52,37,641,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Cabbage (Fried) & Watermelon (Slice)",30,56,33,641,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",33,71,25,641,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Mango (Slice)",24,78,26,642,Muscle Gain
"Matoke (Plantain Stew) with Ndengu (Green Gram Stew), Managu (African Nightshade) & Mango (Slice)",22,107,14,642,Muscle Gain
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",30,99,14,642,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Maharagwe (Bean Stew), Managu (African Nightshade) & Pawpaw (Papaya Slice)",23,97,18,642,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Avocado (Half) & Passion Fruit (2 pcs)",21,97,19,643,Muscle Gain
"White Rice with Wet Fry Fish (Tilapia), Avocado (Half) & Watermelon (Slice)",33,67,27,643,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Maharagwe (Bean Stew), Managu (African Nightshade) & Mandazi (1 pc)",21,88,23,643,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",31,96,15,643,Muscle Gain
"Chapati (Soft Flatbread) with Mutura (African Sausage), Spinach & Mango (Slice)",23,66,32,644,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Mutura (African Sausage), Spinach & Maziwa Lala (Fermented Milk 1 cup)",31,58,32,644,Weight Loss / Lean
"Chapati (Soft Flatbread) with Pork Wet Fry, Managu (African Nightshade) & Watermelon (Slice)",32,55,33,645,Weight Loss / Lean
"Ugali (White Cornmeal) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",30,84,21,645,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",35,70,25,645,Muscle Gain
"Ugali (White Cornmeal) with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",22,110,13,645,Muscle Gain
"White Rice with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",36,69,25,645,Weight Loss / Lean
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",33,72,25,645,Muscle Gain
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",23,71,30,646,Muscle Gain
"Spaghetti with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",30,55,34,646,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with 2 Boiled Eggs, Managu (African Nightshade) & Mandazi (1 pc)",25,78,26,646,Muscle Gain
"Githeri (Maize & Beans) with Beef Stew, Avocado (Half) & Watermelon (Slice)",37,64,27,647,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Njahi (Black Bean Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",26,111,11,647,Muscle Gain
"Ugali (White Cornmeal) with Beef Stew, Spinach & Mandazi (1 pc)",32,78,23,647,Muscle Gain
"Ugali (White Cornmeal) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",41,69,23,647,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",24,104,15,647,Muscle Gain
"Spaghetti with 2 Boiled Eggs, Avocado (Half) & Mango (Slice)",23,78,27,647,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",30,80,23,647,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Avocado (Half) & Watermelon (Slice)",23,94,20,648,Muscle Gain
"White Rice with Njahi (Black Bean Stew), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",29,97,16,648,Muscle Gain
"Ugali (White Cornmeal) with Omena (Silver Cyprinid Stew), Avocado (Half) & Watermelon (Slice)",32,67,28,648,Weight Loss / Lean
"Brown Rice with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",42,66,24,648,Weight Loss / Lean
"Githeri (Maize & Beans) with Chicken Stew (Kuku Paka), Avocado (Half) & Passion Fruit (2 pcs)",35,62,29,649,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Avocado (Half) & Watermelon (Slice)",35,62,29,649,Weight Loss / Lean
"Githeri (Maize & Beans) with Mutura (African Sausage), Cabbage (Fried) & Sweet Banana (Ndizi)",29,77,25,649,Muscle Gain
"Matoke (Plantain Stew) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Sweet Banana (Ndizi)",31,75,25,649,Muscle Gain
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",19,105,17,649,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Avocado (Half) & Passion Fruit (2 pcs)",23,92,21,649,Muscle Gain
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",37,49,34,650,Weight Loss / Lean
"Matoke (Plantain Stew) with 2 Boiled Eggs, Avocado (Half) & Sweet Banana (Ndizi)",18,77,30,650,Balanced / Maintenance
"Chapati (Soft Flatbread) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",23,72,30,650,Muscle Gain
"Matoke (Plantain Stew) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",34,59,31,651,Weight Loss / Lean
"Matoke (Plantain Stew) with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",21,72,31,651,Muscle Gain
"White Rice with Chicken Stew (Kuku Paka), Spinach & Mandazi (1 pc)",30,79,24,652,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",39,70,24,652,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Avocado (Half) & Watermelon (Slice)",31,69,28,652,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Sweet Banana (Ndizi)",37,81,20,652,Muscle Gain
"Ugali (White Cornmeal) with Wet Fry Fish (Tilapia), Avocado (Half) & Watermelon (Slice)",33,67,28,652,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Maharagwe (Bean Stew), Avocado (Half) & Mango (Slice)",17,90,25,653,Balanced / Maintenance
"Ugali (White Cornmeal) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",29,69,29,653,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Avocado (Half) & Mango (Slice)",27,62,33,653,Weight Loss / Lean
"Ugali (White Cornmeal) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",32,84,21,653,Muscle Gain
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",30,95,17,653,Muscle Gain
"Brown Rice with Maharagwe (Bean Stew), Cabbage (Fried) & Mango (Slice)",20,105,17,653,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Avocado (Half) & Passion Fruit (2 pcs)",29,67,30,654,Weight Loss / Lean
"Brown Rice with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",30,66,30,654,Weight Loss / Lean
"Spaghetti with Omena (Silver Cyprinid Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",44,61,26,654,Weight Loss / Lean
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",42,72,22,654,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",31,92,18,654,Muscle Gain
"Spaghetti with Ndengu (Green Gram Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",27,112,11,655,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Managu (African Nightshade) & Pawpaw (Papaya Slice)",25,69,31,655,Muscle Gain
"Pilau (Spiced Rice) with Pork Wet Fry, Cabbage (Fried) & Passion Fruit (2 pcs)",31,63,31,655,Weight Loss / Lean
"Pilau (Spiced Rice) with Beef Stew, Sukuma Wiki (Collard Greens) & Mango (Slice)",32,80,23,655,Muscle Gain
"Chapati (Soft Flatbread) with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Mango (Slice)",35,68,27,655,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Ndengu (Green Gram Stew), Managu (African Nightshade) & Roasted Peanuts (Handful)",27,85,23,655,Muscle Gain
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Passion Fruit (2 pcs)",32,62,31,655,Weight Loss / Lean
"Brown Rice with Beef Stew, Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",37,57,31,655,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Mutura (African Sausage), Avocado (Half) & Watermelon (Slice)",23,62,35,655,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Avocado (Half) & Watermelon (Slice)",21,100,19,655,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",24,113,12,656,Muscle Gain
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",20,108,16,656,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Spinach & Roasted Peanuts (Handful)",34,49,36,656,Weight Loss / Lean
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Managu (African Nightshade) & Mango (Slice)",21,107,16,656,Muscle Gain
"Githeri (Maize & Beans) with Beef Stew, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",44,64,25,657,Weight Loss / Lean
"White Rice with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",42,66,25,657,Weight Loss / Lean
"Brown Rice with Pork Wet Fry, Managu (African Nightshade) & Mango (Slice)",32,76,25,657,Muscle Gain
"Nduma (Boiled Arrowroot) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",22,104,17,657,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Avocado (Half) & Watermelon (Slice)",31,68,29,657,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Maharagwe (Bean Stew), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",26,80,26,658,Muscle Gain
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",24,100,18,658,Muscle Gain
"Matoke (Plantain Stew) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",34,63,30,658,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",27,79,26,658,Muscle Gain
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Sweet Banana (Ndizi)",38,77,22,658,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",34,97,15,659,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",42,62,27,659,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Chicken Stew (Kuku Paka), Avocado (Half) & Sweet Banana (Ndizi)",25,79,27,659,Muscle Gain
"Ugali (White Cornmeal) with Pork Wet Fry, Cabbage (Fried) & Sweet Banana (Ndizi)",29,82,24,660,Muscle Gain
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Spinach & Sweet Banana (Ndizi)",30,81,24,660,Muscle Gain
"Brown Rice with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",30,99,16,660,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",28,90,21,661,Muscle Gain
"Githeri (Maize & Beans) with Beef Stew, Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",46,63,25,661,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Maharagwe (Bean Stew), Avocado (Half) & Sweet Banana (Ndizi)",17,92,25,661,Balanced / Maintenance
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",24,85,25,661,Muscle Gain
"Spaghetti with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",24,110,14,662,Muscle Gain
"Ugali (White Cornmeal) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",41,66,26,662,Weight Loss / Lean
"Pilau (Spiced Rice) with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",28,61,34,662,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",41,57,30,662,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Njahi (Black Bean Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",32,93,18,662,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",32,93,18,662,Muscle Gain
"Chapati (Soft Flatbread) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Mango (Slice)",36,69,27,663,Weight Loss / Lean
"Pilau (Spiced Rice) with Beef Stew, Managu (African Nightshade) & Mango (Slice)",33,81,23,663,Muscle Gain
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Avocado (Half) & Mango (Slice)",31,74,27,663,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",39,66,27,663,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Mandazi (1 pc)",32,71,28,664,Muscle Gain
"Githeri (Maize & Beans) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",44,59,28,664,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Avocado (Half) & Pawpaw (Papaya Slice)",21,71,33,665,Muscle Gain
"Brown Rice with Ndengu (Green Gram Stew), Avocado (Half) & Watermelon (Slice)",22,97,21,665,Muscle Gain
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",37,73,25,665,Muscle Gain
"Brown Rice with Omena (Silver Cyprinid Stew), Avocado (Half) & Pawpaw (Papaya Slice)",33,68,29,665,Weight Loss / Lean
"Matoke (Plantain Stew) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",31,79,25,665,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Mutura (African Sausage), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",30,62,33,665,Weight Loss / Lean
"Brown Rice with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",30,62,33,665,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",42,57,30,666,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Spinach & Mandazi (1 pc)",30,69,30,666,Weight Loss / Lean
"Chapati (Soft Flatbread) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",38,61,30,666,Weight Loss / Lean
"Githeri (Maize & Beans) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",38,79,22,666,Muscle Gain
"Pilau (Spiced Rice) with Njahi (Black Bean Stew), Spinach & Sweet Banana (Ndizi)",25,108,15,667,Muscle Gain
"Pilau (Spiced Rice) with Pork Wet Fry, Cabbage (Fried) & Watermelon (Slice)",31,66,31,667,Weight Loss / Lean
"Pilau (Spiced Rice) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",22,100,20,668,Muscle Gain
"Ugali (White Cornmeal) with Wet Fry Fish (Tilapia), Avocado (Half) & Pawpaw (Papaya Slice)",33,71,28,668,Muscle Gain
"Ugali (White Cornmeal) with Beef Stew, Cabbage (Fried) & Mandazi (1 pc)",31,82,24,668,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Spinach & Roasted Peanuts (Handful)",38,57,32,668,Weight Loss / Lean
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Spinach & Mandazi (1 pc)",25,106,16,668,Muscle Gain
"White Rice with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",39,65,28,668,Weight Loss / Lean
"Ugali (White Cornmeal) with Mutura (African Sausage), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",28,67,32,668,Weight Loss / Lean
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Managu (African Nightshade) & Mango (Slice)",20,102,20,668,Balanced / Maintenance
"Ugali (White Cornmeal) with Omena (Silver Cyprinid Stew), Spinach & Mandazi (1 pc)",35,76,25,669,Muscle Gain
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",41,70,25,669,Muscle Gain
"Spaghetti with Maharagwe (Bean Stew), Cabbage (Fried) & Mango (Slice)",23,106,17,669,Muscle Gain
"Chapati (Soft Flatbread) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",23,70,33,669,Muscle Gain
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Mango (Slice)",30,81,25,669,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Beef Stew, Managu (African Nightshade) & Mandazi (1 pc)",35,76,25,669,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",34,93,18,670,Muscle Gain
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",36,82,22,670,Muscle Gain
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",38,62,30,670,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",27,91,22,670,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Mango (Slice)",34,66,30,670,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Spinach & Mandazi (1 pc)",24,76,30,670,Muscle Gain
"Brown Rice with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",30,95,19,671,Muscle Gain
"Brown Rice with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",31,74,28,672,Muscle Gain
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Passion Fruit (2 pcs)",36,60,32,672,Weight Loss / Lean
"Ugali (White Cornmeal) with Mutura (African Sausage), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",30,66,32,672,Weight Loss / Lean
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Spinach & Sweet Banana (Ndizi)",36,78,24,672,Muscle Gain
"Ugali (White Cornmeal) with Beef Stew, Managu (African Nightshade) & Mandazi (1 pc)",33,81,24,672,Muscle Gain
"Pilau (Spiced Rice) with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",24,81,28,672,Muscle Gain
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",18,105,20,672,Balanced / Maintenance
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Spinach & Maziwa Lala (Fermented Milk 1 cup)",44,59,29,673,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Roasted Peanuts (Handful)",37,57,33,673,Weight Loss / Lean
"Spaghetti with Pork Wet Fry, Managu (African Nightshade) & Mango (Slice)",35,77,25,673,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Chicken Stew (Kuku Paka), Avocado (Half) & Roasted Peanuts (Handful)",31,45,41,673,Weight Loss / Lean
"Spaghetti with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",24,106,17,673,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",38,63,30,674,Weight Loss / Lean
"Githeri (Maize & Beans) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",37,64,30,674,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",35,75,26,674,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",41,60,30,674,Weight Loss / Lean
"Matoke (Plantain Stew) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",39,62,30,674,Weight Loss / Lean
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",40,61,30,674,Weight Loss / Lean
"Brown Rice with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",41,60,30,674,Weight Loss / Lean
"Spaghetti with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",45,63,27,675,Weight Loss / Lean
"Spaghetti with Mutura (African Sausage), Avocado (Half) & Watermelon (Slice)",25,65,35,675,Muscle Gain
